AGE INC./DEC.FEMALE 2014,2015 FEMALE,,INC./DEC.,2014 MALE,,2015 MALE,,INC./DEC.,2014 TOTAL F/M,,2015 TOTAL F/M,,
8 & Under,895,888,-7,710,,710,,0,"1,605",,"1,598",,-7
9,445,444,-1,362,,345,,-17,807,,789,,-18
10,488,435,-53,391,,362,,-29,879,,797,,-82
11,516,482,-34,330,,343,,13,846,,825,,-21
37ASONAL ATHLETE MEMBERSHIP12,415,456,41,296,,292,,-4,711,,748,,
13,378,360,-18,266,,252,,-14,644,,612,,-32
14,287,292,5,223,,201,,-22,510,,493,,-17
15,257,210,-47,204,,167,,-37,461,,377,,-84
16,232,194,-38,158,,164,,6,390,,358,,-32
17,148,160,12,139,,100,,-39,287,,260,,-27
18,93,,60 -33,,83,,70,-13,176,,130,,-46
19 & Over,83,105,22,,68,,88,20,151,,193,,42
AGE,NEW,,RENEW,,TOTAL,,NEW,,RENEW,,TOTAL,,GRAND,
"",FEMALE,,FEMALE,,FEMALE,,MALE,,MALE,,MALE,,TOTAL,
8 & Under,,320,,56,,376,,209,,46,,255,,631
9,,132,,75,,207,,86,,49,,135,,342
10,,120,,90,,210,,72,,57,,129,,339
11,,101,,84,,185,,67,,49,,116,,301
12,,85,,87,,172,,52,,51,,103,,275
13,,82,,91,,173,,54,,64,,118,,291
14,,54,,71,,125,,35,,40,,75,,200
15,,40,,82,,122,,43,,55,,98,,220
16,,45,,87,,132,,42,,67,,109,,241
17,,22,,60,,82,,36,,61,,97,,179
18,,9,,38,,47,,17,,40,,57,,104
19 & Over,,13,,68,,81,,16,,63,,79,,160
AGE,INC./DEC.FEMALE 2014,2015 FEMALE,,INC./DEC.,2014 MALE,,2015 MALE,,INC./DEC.,2014 TOTAL F/M,,2015 TOTAL F/M,,
8 & Under,,381,376,-5,241,,255,,14,622,,,631,9
9,,237,207,-30,137,,135,,-2,374,,,342,-32
10,,225,210,-15,149,,129,,-20,374,,,339,-35
11,,222,185,-37,139,,116,,-23,361,,,301,-60
12,,199,172,-27,155,,103,,-52,354,,,275,-79
13,,158,173,15,103,,118,,15,261,,,291,30
14,,123,125,2,,88,,75,-13,211,,,200,-11
15,,112,122,10,108,,,98,-10,220,,,220,0
16,,114,132,18,,99,109,,10,213,,,241,28
17,,115,,82 -33,108,,,97,-11,223,,,179,-44
18,,49,,47 -2,,56,,57,1,105,,,104,-1
19 & Over,,93,,81 -12,,81,,79,-2,174,,,160,-14
AGE,NEW,RENEW,TOTAL,% OF,NEW,RENEW,TOTAL,% OF,GRAND,% OF
"",FEMALE,FEMALE,FEMALE,TOTAL ATH.,MALE,MALE,MALE,TOTAL ATH.,TOTAL,TOTAL ATH.
8 & Under,"2,209",709,"2,918",12.2%,"1,705",565,"2,270",9.5%,"5,188",21.7%
9,853,556,"1,409",5.9%,664,413,"1,077",4.5%,"2,486",10.4%
10,828,612,"1,440",6.0%,622,492,"1,114",4.7%,"2,554",10.7%
11,729,662,"1,391",5.8%,522,499,"1,021",4.3%,"2,412",10.1%
12,596,695,"1,291",5.4%,431,504,935,3.9%,"2,226",9.3%
13,480,679,"1,159",4.9%,373,477,850,3.6%,"2,009",8.4%
14,331,611,942,3.9%,283,389,672,2.8%,"1,614",6.8%
15,279,543,822,3.4%,228,406,634,2.7%,"1,456",6.1%
16,230,551,781,3.3%,212,414,626,2.6%,"1,407",5.9%
17,136,434,570,2.4%,144,350,494,2.1%,"1,064",4.5%
18,41,213,254,1.1%,62,204,266,1.1%,520,2.2%
19 & Over,54,448,502,2.1%,50,370,420,1.8%,922,3.9%
AGE INC./DEC.FEMALE 2014,2015 FEMALE,,,INC./DEC.,2014 MALE,,2015 MALE,,INC./DEC.,2014 TOTAL F/M,,2015 TOTAL F/M,,
"8 & Under 3,090","2,918",,,-172,"2,430",,"2,270",,-160,"5,520",,"5,188",,-332
"9 1,551","1,409",,,-142,"1,176",,"1,077",,-99,"2,727",,"2,486",,-241
"10 1,584","1,440",,,-144,"1,171",,"1,114",,-57,"2,755",,"2,554",,-201
"11 1,596","1,391",,,-205,"1,116",,"1,021",,-95,"2,712",,"2,412",,-300
"1S2ONAL ATHLET1E,4 M09 EMBER1S,2H91IP",,,,-118,978,,935,,-43,"2,387",,"2,226",,-161
"13 1,184","1,159",,,-25,782,,850,,68,"1,966",,"2,009",,43
14 929,942,,,13,703,,672,,-31,"1,632",,"1,614",,-18
15 891,822,,,-69,702,,634,,-68,"1,593",,"1,456",,-137
16 778,781,,,3,654,,626,,-28,"1,432",,"1,407",,-25
17 606,570,,,-36,515,,494,,-21,"1,121",,"1,064",,-57
18 307,254,,,-53,290,,266,,-24,597,,520,,-77
19 & Over 470,502,,,32,414,,420,,6,884,,922,,38
"",,FEMALE,MALE,,FEMALE,MALE,,FEMALE,MALE,,FEMALE,MALE,,
AD,Adirondack,0,,1,1,,0,0,,0,1,,0,3
AK,Alaska,0,,0,0,,0,0,,0,0,,0,0
AM,Allegheny Mountain,0,,0,0,,1,0,,0,1,,1,3
AR,Arkansas,1,,1,0,,0,0,,0,0,,0,2
AZ,Arizona,0,,0,0,,0,0,,0,0,,0,0
BD,Border,0,,0,0,,0,0,,0,0,,0,0
CA,Southern California,5,,3,3,,2,1,,2,4,,6,26
CC,Central California,0,,1,1,,0,0,,0,0,,0,2
CO,Colorado,2,,1,1,,1,1,,1,4,,2,13
CT,Connecticut,0,,0,0,,0,0,,0,0,,0,0
FG,Florida Gold Coast,0,,0,0,,0,0,,0,0,,0,0
FL,Florida,4,,1,1,,1,0,,1,0,,2,10
GA,Georgia,1,,0,0,,0,0,,1,1,,2,5
GU,Gulf,0,,1,0,,2,2,,0,0,,2,7
HI,Hawaiian,0,,0,0,,0,0,,0,0,,2,2
IA,Iowa,0,,0,0,,0,2,,1,0,,0,3
IE,Inland Empire,0,,1,0,,0,1,,0,1,,0,3
IL,Illinois,0,,0,0,,0,0,,0,0,,0,0
IN,Indiana,3,,0,2,,3,0,,0,2,,3,13
KY,Kentucky,0,,0,0,,0,0,,0,0,,0,0
LA,Louisiana,0,,0,0,,0,0,,0,0,,0,0
LE,Lake Erie,0,,1,1,,0,1,,1,0,,1,5
MA,Middle Atlantic,0,,0,0,,0,0,,0,0,,0,0
MD,Maryland,0,,0,0,,0,0,,1,1,,1,3
ME,Maine,0,,0,0,,0,0,,0,0,,1,1
MI,Michigan,3,,0,1,,0,1,,0,1,,1,7
MN,Minnesota,0,,1,1,,2,1,,0,2,,2,9
MR,Metropolitan,0,,0,0,,0,0,,0,0,,0,0
MS,Mississippi,0,,0,0,,0,0,,0,0,,0,0
MT,Montana,0,,1,0,,0,1,,0,0,,0,2
MV,Missouri Valley,0,,0,2,,0,1,,0,2,,1,6
MW,Midwestern,0,,0,0,,0,0,,0,0,,0,0
NC,North Carolina,0,,0,0,,0,0,,0,0,,0,0
ND,North Dakota,0,,0,2,,0,2,,2,1,,2,9
NE,New England,0,,0,0,,0,0,,0,0,,0,0
NI,Niagara,0,,0,0,,0,0,,0,0,,1,1
NJ,New Jersey,0,,0,0,,0,0,,0,0,,0,0
NM,New Mexico,0,,0,0,,0,0,,0,0,,0,0
NT,North Texas,0,,0,0,,0,0,,0,0,,0,0
OH,Ohio,0,,1,1,,1,0,,3,1,,3,10
OK,Oklahoma,0,,1,0,,0,0,,0,0,,0,1
"",,FEMALE,MALE,,FEMALE,MALE,,FEMALE,MALE,,FEMALE,MALE,,
OR,Oregon,0,0,,0,0,,3,0,,1,0,,4
OZ,Ozark,0,0,,0,0,,0,0,,0,0,,0
PC,Pacific,2,3,,0,0,,1,0,,3,0,,9
PN,Pacific Northwest,0,0,,0,0,,0,0,,0,2,,2
PV,Potomac Valley,0,0,,0,0,,0,0,,0,0,,0
SC,South Carolina,0,0,,0,0,,0,0,,0,0,,0
SD,South Dakota,0,0,,1,0,,0,1,,0,0,,2
SE,Southeastern,0,0,,1,2,,2,0,,0,0,,5
SI,San Diego-Imperial,1,0,,1,2,,0,0,,1,2,,7
SN,Sierra Nevada,2,3,,2,4,,3,1,,2,6,,23
SR,Snake River,0,1,,0,0,,0,1,,0,1,,3
ST,South Texas,0,0,,0,0,,0,0,,0,1,,1
UT,Utah,1,0,,0,0,,0,0,,0,0,,0
VA,Virginia,0,0,,0,0,,0,0,,0,1,,1
WI,Wisconsin,0,0,,0,2,,0,0,,0,1,,1
WT,West Texas,1,0,,0,1,,0,0,,0,1,,3
WV,West Virginia,0,0,,0,0,,0,0,,0,0,,3
WY,Wyoming,0,0,,0,0,,0,0,,0,0,,0
"",TOTAL,22,26,,24,22,,16,23,,48,29,,210
"",,FEMALE,MALE,FEMALE,MALE,FEMALE,MALE,FEMALE,MALE,FEMALE,MALE,FEMALE,MALE,FEMALE,MALE,FEMALE,MALE,FEMALE,MALE
AD,Adirondack,0,0,0,0,5,4,1,0,0,0,50,41,0,1,0,3,54,44
AK,Alaska,0,1,1,2,0,0,0,0,0,0,18,7,2,1,1,0,12,15
AM,Allegheny,1,1,0,0,6,4,1,1,0,0,61,50,0,1,5,5,116,76
"",Mountain,,,,,,,,,,,,,,,,,,
AR,Arkansas,0,0,0,0,6,5,3,4,0,0,24,14,0,0,5,0,2,5
AZ,Arizona,1,1,0,0,2,4,5,3,0,0,46,30,1,2,11,4,41,33
BD,Border,0,0,0,0,1,0,3,2,0,0,1,0,0,0,0,0,15,11
CA,Southern,7,8,0,3,108,158,99,82,6,3,372,344,6,8,115,118,121,124
"",California,,,,,,,,,,,,,,,,,,
CC,Central,1,0,0,0,1,1,2,4,0,0,4,7,0,1,3,2,47,20
"",California,,,,,,,,,,,,,,,,,,
CO,Colorado,2,3,3,1,10,6,26,12,0,0,350,248,2,2,38,29,371,270
CT,Connecticut,1,0,0,0,11,11,3,3,0,0,63,60,1,2,6,1,105,70
FG,Florida Gold,2,1,0,0,0,1,8,12,0,0,11,18,0,0,6,1,55,52
"",Coast,,,,,,,,,,,,,,,,,,
FL,Florida,20,6,1,1,21,22,40,32,0,0,627,466,2,8,59,45,304,219
GA,Georgia,17,14,0,0,9,11,7,3,0,0,184,106,1,0,13,8,63,42
GU,Gulf,8,6,0,2,16,20,18,29,0,0,108,96,4,7,13,13,136,104
HI,Hawaiian,0,1,0,0,8,6,0,0,0,0,9,12,0,1,5,6,15,11
IA,Iowa,1,5,0,0,5,4,2,3,1,0,295,167,1,0,7,6,74,66
IE,Inland Empire,1,1,0,0,2,0,7,6,0,0,59,49,0,0,11,7,24,40
IN,Indiana,10,11,2,0,21,19,28,32,0,0,400,297,1,3,24,24,338,257
KY,Kentucky,2,0,0,0,2,0,2,0,0,0,9,7,1,0,0,0,10,9
LA,Louisiana,1,2,0,0,1,0,1,0,0,0,25,23,0,0,0,0,102,91
LE,Lake Erie,0,2,0,0,4,3,2,3,0,0,83,60,0,0,3,4,51,39
MD,Maryland,2,0,0,0,0,1,0,0,0,0,7,3,0,0,1,2,8,6
ME,Maine,0,1,0,1,3,0,0,0,0,0,65,49,2,1,0,1,20,28
MI,Michigan,2,5,0,0,10,12,3,3,0,0,220,126,1,2,13,10,98,86
MN,Minnesota,2,0,0,0,15,12,6,1,0,0,247,109,18,6,13,9,393,236
MS,Mississippi,4,0,0,0,0,0,0,1,0,0,16,16,0,0,1,1,7,3
MT,Montana,0,0,0,0,0,0,0,0,0,1,41,20,0,0,0,1,28,21
MV,Missouri Valley,6,3,1,0,2,5,39,23,1,0,429,303,0,0,15,14,750,609
MW,Midwestern,0,0,0,0,0,0,0,0,0,0,35,31,0,0,0,1,35,27
NC,North Carolina,0,1,1,0,3,3,1,0,0,0,54,15,0,1,0,1,62,61
ND,North Dakota,0,0,2,1,4,1,0,0,0,0,126,91,0,0,5,9,55,41
NI,Niagara,0,2,0,0,2,0,0,0,0,0,18,23,2,0,1,1,21,6
NM,New Mexico,0,0,0,0,5,12,6,4,0,0,9,10,0,0,11,2,6,2
NT,North Texas,2,2,0,0,18,17,5,8,0,0,16,17,0,0,5,0,16,15
OH,Ohio,2,4,0,0,12,9,5,3,0,0,217,188,2,1,3,7,174,126
OK,Oklahoma,1,0,4,0,3,5,1,3,0,0,11,19,0,0,8,3,15,17
OR,Oregon,0,1,1,1,9,3,2,6,0,0,109,85,0,0,12,12,159,138
OZ,Ozark,0,0,1,0,1,2,1,0,0,0,4,6,0,0,0,0,8,5
PC,Pacific,9,6,7,3,115,151,55,43,5,4,408,301,11,14,112,96,622,478
PN,Pacific,6,0,0,2,19,24,5,0,0,0,82,78,1,1,16,4,138,102
PV,Pacific,1,2,0,0,2,0,1,1,0,0,6,5,0,1,0,0,11,10
"",Northwest,,,,,,,,,,,,,,,,,,
"",,FEMALE,MALE,FEMALE,MALE,FEMALE,MALE,FEMALE,MALE,FEMALE,MALE,FEMALE,MALE,FEMALE,MALE,FEMALE,MALE,FEMALE,MALE
SC,South Carolina,2,1,0,0,0,0,0,1,0,0,6,8,0,0,0,1,4,6
SD,South Dakota,0,0,1,3,0,1,0,0,0,0,131,74,0,0,1,4,103,56
SE,Southeastern,6,3,0,0,5,2,2,3,0,2,119,75,1,1,7,7,104,73
SI,San Diego-,3,1,1,1,18,17,8,17,1,3,123,67,1,0,27,27,98,99
"",Imperial,,,,,,,,,,,,,,,,,,
SN,Sierra Nevada,6,2,7,4,13,20,19,12,1,3,294,232,5,1,49,31,390,259
SR,Snake River,0,0,0,0,2,1,3,1,0,0,40,43,0,1,1,3,18,16
ST,South Texas,0,1,0,0,7,7,33,34,0,0,57,41,2,1,13,7,19,25
UT,Utah,0,1,0,0,2,7,2,2,0,0,79,56,0,0,6,2,44,37
VA,Virginia,2,1,0,0,1,1,1,4,0,0,37,35,0,1,3,1,25,18
WI,Wisconsin,0,0,1,0,8,4,4,3,1,0,120,70,0,0,11,1,96,66
WT,West Texas,0,0,0,0,1,0,4,1,0,0,13,21,0,0,3,2,5,4
WV,West Virginia,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6,1
WY,Wyoming,0,0,0,0,0,0,1,0,0,0,28,23,0,0,2,5,21,9
LSC,LSC,2015,,2016,,INC./
CODE,NAME,,,,,DEC.
CA,Southern California,1,,0,,-1
CT,Connecticut,18,,12,,-6
FL,Florida,7,,29,,22
GU,Gulf,18,,20,,2
KY,Kentucky,7,,0,,-7
MA,Middle Atlantic,4,,0,,-4
ME,Maine,21,,40,,19
MN,Minnesota,8,,3,,-5
MR,Metropolitan,128,,128,,0
NC,North Carolina,47,,34,,-13
NE,New England,19,,12,,-7
NI,Niagara,6,,7,,1
OH,Ohio,6,,4,,-2
SC,South Carolina,53,,33,,-20
SI,San Diego-Imperial,1,,0,,-1
VA,Virginia,9,,2,,-7
WV,West Virginia,3,,1,,-2
VA,Virginia,9,,9,,0
WV,West Virginia,0,,3,,3
AGE,NEW,,RENEW,,TOTAL,,NEW,,RENEW,,TOTAL,,GRAND,
"",FEMALE,,FEMALE,,FEMALE,,MALE,,MALE,,MALE,,TOTAL,
8 & Under,,2,,0,,2,,0,,0,,0,,2
9,,1,,0,,1,,0,,1,,1,,2
10,,0,,0,,0,,0,,0,,0,,0
11,,0,,0,,0,,1,,0,,1,,1
12,,1,,1,,2,,0,,1,,1,,3
13,,7,,1,,8,,0,,0,,0,,8
14,,2,,1,,3,,1,,1,,2,,5
15,,4,,3,,7,,2,,0,,2,,9
16,,2,,0,,2,,0,,0,,0,,2
17,,0,,0,,0,,1,,0,,1,,1
18,,0,,1,,1,,0,,0,,0,,1
19 & Over,,67,,54,,121,,90,,81,,171,,292
AGE INC./DEC.FEMALE 2015,2016 FEMALE,,INC./DEC.,2015 MALE,,,2016 MALE,,INC./DEC.,2015 TOTAL F/M,,2016 TOTAL F/M,,
8 & Under,3,,2 -1,,,0,,,0 0,,3,,,2 -1
9,0,,1 1,,,1,,,1 0,,1,,,2 1
10,0,,0 0,,,0,,,0 0,,0,,,0 0
11,1,,0 -1,,,1,,,1 0,,2,,,1 -1
12,2,,2 0,,,2,,,1 -1,,4,,,3 -1
13,1,,8 7,,,3,,,0 -3,,4,,,8 4
14,1,,3 2,,,2,,,2 0,,3,,,5 2
15,2,,7 5,,,5,,,2 -3,,7,,,9 2
16,3,,2 -1,,,4,,,0 -4,,7,,,2 -5
17,2,,0 -2,,,7,,,1 -6,,9,,,1 -8
18,1,,1 0,,,0,,,0 0,,1,,,1 0
G19L &E O-MveEr ET OPEN 1W38ATER AT1H21LETE MEM-17BERSHIP 177,,,,,,,,171,-6,,315,,292,-23
"",,FEMALE,MALE,,FEMALE,MALE,FEMALE,MALE,FEMALE,MALE,
MR,Metropolitan,0,,0,0,0,1,0,0,0,1
NC,North Caroline,0,,0,1,0,0,0,0,0,1
SC,South Carolina,0,,1,0,1,0,0,0,0,2
"",,FEMALE,MALE,FEMALE,MALE,FEMALE,MALE,FEMALE,MALE,FEMALE,MALE,FEMALE,MALE,FEMALE,MALE,FEMALE,MALE,FEMALE,MALE
CT,Connecticut,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,3,2
FL,Florida,0,0,0,0,0,0,0,1,0,0,6,5,0,0,0,0,4,13
GU,Gulf,0,0,0,0,0,0,0,1,0,0,7,8,0,0,0,0,2,2
ME,Maine,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,22,12
MN,Minnesota,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
MR,Metropolitan,0,1,0,0,0,1,0,1,0,0,11,16,0,0,0,0,39,59
NC,North Carolina,0,0,0,0,0,0,0,0,0,0,16,14,0,0,0,0,3,1
NE,New England,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,1,2
NI,Niagara,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0
OH,Ohio,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0
PC,Pacific,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
SC,South Carolina,0,0,0,0,0,0,0,2,0,0,9,21,1,0,0,0,0,0
VA,Virginia,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
WV,West Virginia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
LSC,,LSC,2015,2016,INC./
CODE,,NAME,,,DEC.
AD,Adirondack,,31,31,0
AK,Alaska,,26,25,-1
AM,Allegheny Mountain,,54,54,0
AR,Arkansas,,14,15,1
AZ,Arizona,,46,47,1
BD,Border,,8,8,0
CA,Southern California,,165,169,4
CC,Central California,,18,22,4
CO,Colorado,,73,70,-3
CT,Connecticut,,67,67,0
FG,Florida Gold Coast,,56,58,2
FL,Florida,,89,94,5
GA,Georgia,,56,56,0
GU,Gulf,,56,58,2
HI,Hawaiian,,35,33,-2
IA,Iowa,,28,29,1
IE,Inland Empire,,17,17,0
IL,Illinois,,122,125,3
IN,Indiana,,109,114,5
KY,Kentucky,,35,32,-3
LA,Louisiana,,25,27,2
LE,Lake Erie,,39,36,-3
MA,Middle Atlantic,,137,139,2
MD,Maryland,,47,49,2
ME,Maine,,24,24,0
MI,Michigan,,86,86,0
MN,Minnesota,,72,68,-4
MR,Metropolitan,,84,91,7
MS,Mississippi,,13,12,-1
MT,Montana,,15,16,1
MV,Missouri Valley,,47,47,0
LSC,,LSC,2015,2016,INC./,
CODE,,NAME,,,DEC.,
MW,Midwestern,,28,32,,4
NC,North Carolina,,80,81,,1
ND,North Dakota,,16,16,,0
NE,New England,,102,102,,0
NI,Niagara,,79,78,,-1
NJ,New Jersey,,76,76,,0
NM,New Mexico,,29,27,,-2
NT,North Texas,,28,30,,2
OH,Ohio,,64,68,,4
OK,Oklahoma,,18,19,,1
OR,Oregon,,63,62,,-1
OZ,Ozark,,27,28,,1
PC,Pacific,,126,127,,1
PN,Pacific Northwest,,52,54,,2
PV,Potomac Valley,,47,46,,-1
SC,South Carolina,,30,32,,2
SD,South Dakota,,17,16,,-1
SE,Southeastern,,81,80,,-1
SI,San Diego-Imperial,,36,32,,-4
SN,Sierra Nevada,,28,28,,0
SR,Snake River,,13,13,,0
ST,South Texas,,40,44,,4
UT,Utah,,32,32,,0
VA,Virginia,,52,53,,1
WI,Wisconsin,,71,70,,-1
WT,West Texas,,10,8,,-2
WV,West Virginia,,10,12,,2
WY,Wyoming,,26,26,,0
"# OF MEMBERS","# OF CLUBS",,% OF TOTAL,TOTAL MEMBERS,% OF TOTAL,AVG. # OF MEMBERS
"",,,CLUBS,,MEMBERS,PER CLUB
1 to 50,,"1,020",35.0%,"25,814",7.9%,25
51 to 100,,772,26.5%,"56,354",17.1%,72
101 to 150,,436,15.0%,"53,641",16.3%,123
151 to 200,,254,8.7%,"44,083",13.4%,173
201 to 250,,166,5.7%,"36,987",11.3%,222
251 to 500,,217,7.4%,"73,586",22.4%,339
501 to 1000,,39,1.3%,"25,374",7.7%,650
1001 or more,,9,0.3%,"12,869",3.9%,"1,429"
LSC,,LSC,2015,,2016,,INC./,
CODE,,NAME,,,,,DEC.,
AD,Adirondack,,1,,1,,,0
AZ,Arizona,,1,,0,,,-1
CA,Southern California,,4,,3,,,-1
CO,Colorado,,21,,21,,,0
FL,Florida,,14,,14,,,0
GA,Georgia,,14,,15,,,1
IA,Iowa,,1,,1,,,0
LA,Louisiana,,1,,0,,,-1
MN,Minnesota,,1,,0,,,-1
MT,Montana,,2,,1,,,-1
OH,Ohio,,1,,1,,,0
OR,Oregon,,4,,4,,,0
PC,Pacific,,4,,6,,,2
SE,Southeastern,,3,,2,,,-1
SN,Sierra Nevada,,2,,3,,,1
LSC,,LSC,2015,,2016,,INC./,
CODE,,NAME,,,,,DEC.,
AZ,Arizona,,1,,0,,,-1
CO,Colorado,,3,,2,,,-1
GA,Georgia,,12,,11,,,-1
MV,Missouri Valley,,23,,19,,,-4
OH,Ohio,,2,,2,,,0
PC,Pacific,,5,,4,,,-1
SD,South Dakota,,5,,5,,,0
SE,Southeastern,,2,,2,,,0
SN,Sierra Nevada,,16,,12,,,-4
LSC,LSC,,2015,2016,INC./
CODE,NAME,,,,DEC.
AD Adirondack,,,336,361,25
AK Alaska,,,347,371,24
AM Allegheny Mountain,,,537,541,4
AR Arkansas,,,199,230,31
AZ Arizona,,,589,609,20
BD Border,,,105,116,11
CA Southern California,,,"1,460",1495,35
CC Central California,,,214,183,-31
CO Colorado,,,857,931,74
CT Connecticut,,,757,754,-3
FG Florida Gold Coast,,,465,446,-19
FL Florida,,,"1,070",1079,9
GA Georgia,,,745,741,-4
GU Gulf,,,847,971,124
HI Hawaiian,,,436,437,1
IA Iowa,,,463,483,20
IE Inland Empire,,,275,271,-4
IL Illinois,,,"1,790",1868,78
IN Indiana,,,"1,493",1531,38
KY Kentucky,,,489,449,-40
LA Louisiana,,,246,298,52
LE Lake Erie,,,298,296,-2
NOMNA -ATMHidLdEleT AEt laMntEicMBERSHIP,,,"1,276",1321,45
MD Maryland,,,739,777,38
ME Maine,,,179,189,10
MI Michigan,,,692,684,-8
MN Minnesota,,,877,883,6
MR Metropolitan,,,"1,028",1104,76
MS Mississippi,,,177,178,1
MT Montana,,,177,195,18
MV Missouri Valley,,,804,802,-2
LSC,,LSC,2015,2016,INC./
CODE,,NAME,,,DEC.
MW,Midwestern,,326,357,31
NC,North Carolina,,"1,089",1124,35
ND,North Dakota,,195,249,54
NE,New England,,"1,203",1198,-5
NI,Niagara,,732,734,2
NJ,New Jersey,,987,1045,58
NM,New Mexico,,263,263,0
NT,North Texas,,533,547,14
OH,Ohio,,883,843,-40
OK,Oklahoma,,261,244,-17
OR,Oregon,,868,914,46
OZ,Ozark,,390,426,36
PC,Pacific,,"1,600",1581,-19
PN,Pacific Northwest,,843,838,-5
PV,Potomac Valley,,"1,158",1216,58
SC,South Carolina,,390,378,-12
SD,South Dakota,,232,234,2
SE,Southeastern,,"1,057",1032,-25
SI,San Diego-Imperial,,310,317,7
SN,Sierra Nevada,,583,562,-21
SR,Snake River,,174,195,21
ST,South Texas,,520,533,13
US,USA Swimming,,105,108,3
UT,Utah,,443,471,28
VA,Virginia,,908,986,78
WI,Wisconsin,,899,896,-3
WT,West Texas,,98,92,-6
WV,West Virginia,,100,106,6
WY,Wyoming,,282,292,10
OFFICIALSCODE LSC,LSC NAME,,PART-TIME COACH,,FULL-TIME COACH,,TOTAL COACH,,
AD,Adirondack,,174,,18,,192,,90
AK,Alaska,,106,,20,,126,,177
AM,Allegheny Mountain,,234,,40,,274,,156
AR,Arkansas,,64,,24,,88,,96
AZ,Arizona,,226,,100,,326,,244
BD,Border,,46,,0,,46,,51
CA,Southern California,,685,,312,,997,,225
CC,Central California,,57,,45,,102,,64
CO,Colorado,,308,,124,,432,,391
CT,Connecticut,,261,,111,,372,,352
FG,Florida Gold Coast,,176,,91,,267,,178
FL,Florida,,357,,179,,536,,400
GA,Georgia,,245,,159,,404,,313
GU,Gulf,,294,,122,,416,,365
HI,Hawaiian,,183,,12,,195,,205
IA,Iowa,,199,,37,,236,,241
IE,Inland Empire,,59,,13,,72,,135
IL,Illinois,,799,,161,,960,,826
IN,Indiana,,677,,63,,740,,731
KY,Kentucky,,128,,30,,158,,281
LA,Louisiana,,132,,41,,173,,140
LE,Lake Erie,,195,,24,,219,,51
MA,Middle Atlantic,,639,,132,,771,,491
MD,Maryland,,244,,28,,272,,306
ME,Maine,,62,,20,,82,,86
MI,Michigan,,375,,130,,505,,107
MN,Minnesota,,359,,105,,464,,303
MR,Metropolitan,,611,,51,,662,,377
MS,Mississippi,,54,,17,,71,,88
MT,Montana,,86,,2,,88,,95
MV,Missouri Valley,,287,,45,,332,,440
MW,Midwestern,,173,,34,,207,,125
OFFICIALSCODE LSC,LSC NAME,,PART-TIME COACH,,FULL-TIME COACH,,TOTAL COACH,,
NC,North Carolina,,360,,182,,542,,498
ND,North Dakota,,93,,9,,102,,94
NE,New England,,538,,123,,661,,489
NI,Niagara,,359,,47,,406,,284
NJ,New Jersey,,490,,68,,558,,469
NM,New Mexico,,133,,23,,156,,96
NT,North Texas,,151,,94,,245,,163
OH,Ohio,,366,,83,,449,,372
OK,Oklahoma,,103,,14,,117,,93
OR,Oregon,,213,,81,,294,,505
OZ,Ozark,,148,,30,,178,,195
PC,Pacific,,482,,252,,734,,653
PN,Pacific Northwest,,235,,81,,316,,425
PV,Potomac Valley,,452,,99,,551,,651
SC,South Carolina,,136,,41,,177,,168
SD,South Dakota,,75,,9,,84,,121
SE,Southeastern,,318,,126,,444,,522
SI,San Diego-Imperial,,106,,65,,171,,131
SN,Sierra Nevada,,138,,68,,206,,337
SR,Snake River,,72,,10,,82,,93
ST,South Texas,,228,,121,,349,,163
US,USA Swimming,,15,,1,,16,,1
UT,Utah,,201,,21,,222,,209
VA,Virginia,,266,,103,,369,,451
WI,Wisconsin,,388,,92,,480,,356
WT,West Texas,,56,,4,,60,,29
WV,West Virginia,,37,,13,,50,,41
WY,Wyoming,,136,,11,,147,,107
"",,FEMALE MALE,FEMALE,,MALE,FEMALE,MALE,FEMALE,MALE,FEMALE,MALE,FEMALE,MALE,FEMALE,MALE,FEMALE,MALE,FEMALE,MALE
AD,Adirondack,0 2,,1,0,3,0,1,2,0,0,192,142,2,0,4,2,5,5
AK,Alaska,0 1,,2,0,1,0,0,2,0,0,74,50,1,0,4,1,153,82
AM,Allegheny,5 2,,0,0,5,4,1,4,0,0,271,209,0,0,2,0,20,18
"",Mountain,,,,,,,,,,,,,,,,,,
AR,Arkansas,2 0,,0,0,0,4,3,1,1,0,97,112,3,1,1,0,1,4
AZ,Arizona,3 2,,4,0,10,10,4,12,0,2,220,217,1,2,12,14,38,58
BD,Border,0 0,,0,0,0,1,4,15,0,0,7,12,0,0,0,1,35,41
CA,Southern,8 18,,1,2,78,74,64,93,6,8,473,480,11,6,75,74,9,15
"",California,,,,,,,,,,,,,,,,,,
